Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
17	December 2	@ Denver	L 93–132 (OT)	Chris Bosh (24)	Chris Bosh (12)	José Calderón (7)	Pepsi Center 14,243	8–9
18	December 5	@ Utah	L 87–114 (OT)	Chris Bosh (18)	Chris Bosh (11)	José Calderón (8)	EnergySolutions Arena 19,911	8–10
19	December 7	Portland	L 97–98 (OT)	Jermaine O'Neal (24)	Jermaine O'Neal (8)	José Calderón (13)	Air Canada Centre 17,671	8–11
20	December 9	@ Cleveland	L 94–114 (OT)	Joey Graham (17)	Chris Bosh (11)	Jermaine O'Neal (4)	Quicken Loans Arena 20,049	8–12
21	December 10	Indiana	W 101–88 (OT)	Jason Kapono (25)	Chris Bosh (10)	José Calderón (14)	Air Canada Centre 17,877	9–12
22	December 12	@ New Jersey	W 101–79 (OT)	Chris Bosh (18)	Jamario Moon (9)	Roko Ukić (5)	Izod Center 13,926	10–12
23	December 14	New Orleans	L 91–99 (OT)	Chris Bosh (25)	Chris Bosh , Jamario Moon (8)	José Calderón (7)	Air Canada Centre 18,537	10–13
24	December 15	New Jersey	L 87–94 (OT)	Chris Bosh , Jason Kapono (17)	Chris Bosh , Jamario Moon (9)	José Calderón (8)	Air Canada Centre 18,561	10–14
25	December 17	Dallas	L 86–96 (OT)	Jermaine O'Neal (19)	Chris Bosh , Jamario Moon (9)	José Calderón (10)	Air Canada Centre 18,832	10–15
26	December 19	@ Oklahoma City	L 83–91 (OT)	Chris Bosh (22)	Chris Bosh (16)	José Calderón (8)	Ford Center 18,806	10–16
27	December 20	@ San Antonio	L 97–107 (OT)	Jermaine O'Neal (24)	Chris Bosh , Jermaine O'Neal (10)	Chris Bosh , José Calderón (4)	AT&T Center 17,227	10–17
28	December 22	@ L.A. Clippers	W 97–75 (OT)	Chris Bosh (31)	Jermaine O'Neal (9)	José Calderón (9)	Staples Center 16,094	11–17
29	December 26	@ Sacramento	W 107–101 (OT)	Jermaine O'Neal (36)	Jermaine O'Neal (9)	José Calderón (6)	ARCO Arena 12,059	12–17
30	December 27	@ Portland	L 89–102 (OT)	Chris Bosh (29)	Chris Bosh (9)	José Calderón (8)	Rose Garden 20,588	12–18
31	December 29	@ Golden State	L 111–117 (OT)	Chris Bosh (30)	Chris Bosh (14)	José Calderón (16)	Oracle Arena 19,596	12–19
32	December 31	Denver	L 107–114 (OT)	Andrea Bargnani (26)	Chris Bosh (11)	José Calderón (11)	Air Canada Centre 18,879	12–20
