Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
49	February 3	Minnesota	L 111–116 (OT)	Danny Granger (28)	Troy Murphy (12)	T. J. Ford (7)	Conseco Fieldhouse 11,015	19–30
50	February 5	@ Philadelphia	L 94–99 (OT)	Mike Dunleavy, Jr. (21)	Troy Murphy (14)	T. J. Ford (7)	Wachovia Center 10,699	19–31
51	February 6	Orlando	W 107–102 (OT)	Danny Granger (33)	Jarrett Jack , Troy Murphy (8)	T. J. Ford (5)	Conseco Fieldhouse 13,559	20–31
52	February 8	@ Washington	L 117–119 (OT)	Danny Granger (29)	Troy Murphy (10)	T. J. Ford (7)	Verizon Center 13,708	20–32
53	February 10	Cleveland	W 96–95 (OT)	Troy Murphy (18)	Troy Murphy (15)	T. J. Ford (4)	Conseco Fieldhouse 18,165	21–32
54	February 11	@ Milwaukee	L 110–122 (OT)	Danny Granger (26)	Troy Murphy (10)	T. J. Ford (13)	Bradley Center 13,486	21–33
55	February 17	Philadelphia	W 100–91 (OT)	Danny Granger (20)	Danny Granger (10)	T. J. Ford (7)	Conseco Fieldhouse 13,259	22–33
56	February 18	@ Charlotte	L 94–103 (OT)	Jarrett Jack , Troy Murphy (18)	Troy Murphy (16)	Travis Diener (6)	Time Warner Cable Arena 12,374	22–34
57	February 20	@ Minnesota	W 112–105 (OT)	Marquis Daniels (24)	Troy Murphy (14)	Travis Diener (6)	Target Center 13,777	23–34
58	February 22	Chicago	W 98–91 (OT)	Troy Murphy (27)	Troy Murphy (14)	T. J. Ford , Jarrett Jack (5)	Conseco Fieldhouse 17,083	24–34
59	February 23	@ New York	L 119–123 (OT)	Jarrett Jack (33)	Troy Murphy (21)	Troy Murphy (4)	Madison Square Garden 17,283	24–35
60	February 25	Memphis	W 104–99 (OT)	T. J. Ford , Jarrett Jack (20)	Troy Murphy (12)	Jarrett Jack (6)	Conseco Fieldhouse 13,211	25–35
61	February 27	@ Boston	L 99–104 (OT)	T. J. Ford (23)	Troy Murphy (13)	T. J. Ford , Marquis Daniels (4)	TD Banknorth Garden 18,624	25–36
