Date	Opponent	Score	Loss	Attendance	Record
August 1	Phillies	5 - 4	Holland (5-6)	32,900	61-44
August 2	Expos	3 - 2	Smith (9-9)	22,485	62-44
August 3	Expos	6 - 5	Stoddard (7-4)	28,483	62-45
August 4	Expos	4 - 1	Schatzeder (4-3)	38,306	63-45
August 5	Expos	4 - 3	Grapenthin (0-1)	35,142	64-45
August 6	Mets	9 - 3	Gooden (9-8)	31,793	65-45
August 7	Mets	8 - 6	Darling (10-5)	0	66-45
August 7	Mets	8 - 4	Lynch (8-7)	39,271	67-45
August 8	Mets	7 - 6	Gardner (1-1)	37,292	68-45
August 9	@ Expos	1 - 0	Frazier (2-1)	20,227	68-46
August 10	@ Expos	2 - 1	Stoddard (8-5)	21,566	68-47
August 11	@ Expos	2 - 1	Lea (14-8)	30,494	69-47
August 12	@ Expos	7 - 3	Rogers (3-12)	28,464	70-47
August 13	@ Astros	2 - 1	Sanderson (6-3)	14,793	70-48
August 14	@ Astros	7 - 6	Frazier (2-2)	18,756	70-49
August 15	@ Astros	6 - 2	Eckersley (6-7)	19,999	70-50
August 17	@ Reds	6 - 4	Ruthven (3-8)	35,038	70-51
August 18	@ Reds	13 - 11	Robinson (0-1)	32,256	71-51
August 19	@ Reds	9 - 6	Russell (5-14)	38,404	72-51
August 20	Astros	6 - 1	Knepper (12-9)	26,967	73-51
August 21	Astros	11 - 5	M. Scott (5-11)	29,184	74-51
August 22	Astros	8 - 3	Ruthven (3-9)	31,018	74-52
August 24	Braves	3 - 0	Camp (6-6)	35,496	75-52
August 25	Braves	3 - 2	Sanderson (6-4)	36,614	75-53
August 26	Braves	5 - 0	Perez (11-6)	35,002	76-53
August 28	Reds	5 - 2	McGaffigan (3-6)	0	77-53
August 28	Reds	5 - 2	Pastore (3-8)	32,827	78-53
August 29	Reds	7 - 2	Russell (6-15)	26,425	79-53
August 30	@ Braves	8 - 3	Garber (2-4)	10,876	80-53
August 31	@ Braves	3 - 2	Smith (9-5)	19,396	80-54
