Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
46	February 1	@ Boston	L 101–109 (OT)	Al Jefferson (34)	Al Jefferson (11)	Randy Foye (9)	TD Banknorth Garden 18,624	16–30
47	February 3	@ Indiana	W 116–111 (OT)	Randy Foye (19)	Al Jefferson (15)	Randy Foye (5)	Conseco Fieldhouse 11,015	17–30
48	February 4	Atlanta	L 86–94 (OT)	Al Jefferson (18)	Kevin Love (14)	Mike Miller (4)	Target Center 13,745	17–31
49	February 7	@ Houston	L 90–107 (OT)	Al Jefferson (36)	Al Jefferson (22)	Sebastian Telfair (9)	Toyota Center 16,815	17–32
50	February 8	@ New Orleans	L 97–101 (OT)	Al Jefferson (25)	Al Jefferson (14)	Sebastian Telfair (6)	New Orleans Arena 16,046	17–33
51	February 10	Toronto	L 102–110 (OT)	Randy Foye (33)	Kevin Love (12)	Mike Miller (5)	Target Center 12,722	17–34
52	February 17	@ Washington	L 103–111 (OT)	Randy Foye (23)	Kevin Love (11)	Mike Miller (6)	Verizon Center 11,623	17–35
53	February 18	@ Miami	W 111–104 (OT)	Sebastian Telfair (30)	Brian Cardinal (10)	Mike Miller (9)	American Airlines Arena 17,525	18–35
54	February 20	Indiana	L 105–112 (OT)	Randy Foye (36)	Kevin Love (12)	Sebastian Telfair (6)	Target Center 13,777	18–36
55	February 22	L.A. Lakers	L 108–111 (OT)	Sebastian Telfair , Ryan Gomes (20)	Kevin Love (10)	Randy Foye , Kevin Ollie (6)	Target Center 19,177	18–37
56	February 24	@ Toronto	L 110–118 (OT)	Randy Foye (25)	Mike Miller (12)	Mike Miller (9)	Air Canada Centre 17,457	18–38
57	February 25	Utah	L 103–120 (OT)	Ryan Gomes , Kevin Love (24)	Kevin Love (15)	Mike Miller , Sebastian Telfair (6)	Target Center 13,108	18–39
58	February 27	Portland	L 82–102 (OT)	Craig Smith , Mike Miller (16)	Ryan Gomes (9)	Mike Miller (4)	Target Center 17,017	18–40
