Place	Player	Country	Score	To par
T1	Stephen Ames	Canada	67	–3
T1	Stuart Appleby	Australia	67	–3
T1	Ben Curtis	United States	67	–3
T1	Trevor Immelman	South Africa	67	–3
T1	Phil Mickelson	United States	67	–3
T1	Rory Sabbatini	South Africa	67	–3
T7	Ben Crane	United States	68	–2
T7	Steve Elkington	Australia	68	–2
T7	Retief Goosen	South Africa	68	–2
T7	Bernhard Langer	Germany	68	–2
T7	Davis Love III	United States	68	–2
T7	Greg Owen	England	68	–2
T7	Jesper Parnevik	Sweden	68	–2
T7	Pat Perez	United States	68	–2
T7	John Rollins	United States	68	–2
T7	Heath Slocum	United States	68	–2
T7	Lee Westwood	England	68	–2
