Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
3	November 1	Cleveland	W 104–92 (OT)	David West (25)	James Posey (6)	Chris Paul (15)	New Orleans Arena 18,150	3–0
4	November 5	Atlanta	L 79–87 (OT)	Chris Paul (22)	David West , Tyson Chandler (7)	Chris Paul (11)	New Orleans Arena 16,030	3–1
5	November 7	@ Charlotte	L 89–92 (OT)	Predrag Stojaković , Chris Paul (20)	Predrag Stojaković , Tyson Chandler (7)	Chris Paul (10)	Time Warner Cable Arena 13,435	3–2
6	November 8	Miami	W 100–89 (OT)	David West , Chris Paul (21)	Tyson Chandler (10)	Chris Paul (13)	New Orleans Arena 17,701	4–2
7	November 12	L.A. Lakers	L 86–93 (OT)	Chris Paul (30)	David West (12)	Chris Paul (13)	New Orleans Arena 18,239	4–3
8	November 14	Portland	W 87–82 (OT)	David West (18)	Tyson Chandler (7)	Chris Paul (9)	New Orleans Arena 16,071	5–3
9	November 15	@ Houston	L 82–91 (OT)	David West (18)	David West (10)	Chris Paul (12)	Toyota Center 18,303	5–4
10	November 19	Sacramento	L 96–105 (OT)	David West (22)	Tyson Chandler (10)	Chris Paul (15)	New Orleans Arena 15,533	5–5
11	November 21	@ Oklahoma City	W 105–80 (OT)	David West (19)	David West (8)	Chris Paul (6)	Ford Center 19,136	6–5
12	November 22	Oklahoma City	W 109–97 (OT)	David West (33)	Chris Paul (10)	Chris Paul (16)	New Orleans Arena 16,023	7–5
13	November 24	@ L.A. Clippers	W 99–87 (OT)	David West (27)	Chris Paul (10)	Chris Paul (17)	Staples Center 14,956	8–5
14	November 27	@ Denver	W 105–101 (OT)	Chris Paul (22)	David West (8)	Chris Paul (10)	Pepsi Center 15,563	9–5
