Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
1	November 7	L.A. Clippers	W 111–105	Charles Barkley (37)	Charles Barkley (21)	Charles Barkley (8)	America West Arena 19,023	1–0
2	November 10	@ Portland	L 89–100	Charles Barkley (21)	Charles Barkley (14)	Negele Knight (9)	Memorial Coliseum 12,888	1–1
3	November 12	@ Utah	W 102–91	Charles Barkley (25)	Charles Barkley (14)	Charles Barkley , Dan Majerle (5)	Delta Center 19,911	2–1
4	November 14	@ Minnesota	W 108–101	Tom Chambers (28)	Charles Barkley (13)	Dan Majerle (6)	Target Center 19,006	3–1
5	November 16	Seattle	W 117–108	Charles Barkley (28)	Charles Barkley (12)	Negele Knight (7)	America West Arena 19,023	4–1
6	November 18	Sacramento	W 127–111	Cedric Ceballos (30)	Cedric Ceballos (13)	Oliver Miller , Alex Stivrins (5)	America West Arena 19,023	5–1
7	November 21	@ L.A. Clippers	L 107–111	Charles Barkley (44)	Charles Barkley (17)	Kevin Johnson (7)	Los Angeles Memorial Sports Arena 14,419	5–2
8	November 22	Chicago	L 111–128	Charles Barkley (22)	Charles Barkley (9)	Kevin Johnson (8)	America West Arena 19,023	5–3
9	November 25	Portland	W 121–117	Charles Barkley (33)	Charles Barkley (18)	Charles Barkley (6)	America West Arena 19,023	6–3
10	November 27	Golden State	W 121–107	Charles Barkley (29)	Charles Barkley (11)	Frank Johnson (9)	America West Arena 19,023	7–3
11	November 28	@ Golden State	L 131–134	Charles Barkley (28)	Charles Barkley (18)	Dan Majerle (7)	Oakland-Alameda County Coliseum Arena 15,025	7–4
