Date	Opponent	Score	Loss	Attendance	Record
September 1	Yankees	8 - 1	Wells (12-6)	26,869	68-69
September 3	Yankees	4 - 3	Osuna (2-5)	21,770	69-69
September 4	Yankees	3 - 2	Walker (1-2)	17,254	69-70
September 5	Tigers	8 - 6	Maroth (6-20)	14,455	70-70
September 6	Tigers	1 - 0 (10)	Rodney (0-2)	18,261	71-70
September 7	Tigers	8 - 0	Mears (0-2)	16,617	72-70
September 8	@ Yankees	9 - 3	Escobar (10-9)	8,848	72-71
September 9	@ Devil Rays	11 - 6	Lidle (12-12)	8,528	72-72
September 10	@ Devil Rays	6 - 5	Sosa (5-10)	8,522	73-72
September 11	@ Devil Rays	3 - 1	González (6-9)	9,345	74-72
September 12	Orioles	4 - 2	DuBose (2-5)	15,274	75-72
September 13	Orioles	6 - 1	Hentgen (6-8)	18,309	76-72
September 14	Orioles	5 - 3	Lidle (12-13)	18,763	76-73
September 16	@ Tigers	9 - 6	Cornejo (6-16)	9,801	77-73
September 17	@ Tigers	6 - 0	Loux (0-1)	11,240	78-73
September 18	@ Tigers	10 - 6	Maroth (7-21)	9,951	79-73
September 19	@ Orioles	5 - 2	Carrasco (2-5)	25,857	80-73
September 20	@ Orioles	2 - 1	Lidle (12-14)	32,381	80-74
September 21	@ Orioles	7 - 4	Carrasco (2-6)	27,502	81-74
September 22	Devil Rays	5 - 2	Halladay (21-7)	22,869	81-75
September 23	Devil Rays	8 - 5	Zambrano (11-10)	17,208	82-75
September 24	Devil Rays	5 - 3	Waechter (3-2)	16,050	83-75
September 25	Devil Rays	10 - 8	Carter (7-5)	13,408	84-75
September 26	Indians	2 - 1	Lidle (12-15)	13,861	84-76
September 27	Indians	5 - 4	Mulholland (3-4)	21,504	85-76
September 28	Indians	6 - 2	Lee (3-3)	22,014	86-76
