Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
2	November 1	L.A. Clippers	W 101–79 (OT)	Carlos Boozer (25)	Carlos Boozer , Mehmet Okur (10)	Ronnie Price (7)	EnergySolutions Arena 19,602	2–0
3	November 3	@ L.A. Clippers	W 89–73 (OT)	Paul Millsap (24)	Andrei Kirilenko (11)	Ronnie Price (5)	Staples Center 12,712	3–0
4	November 5	Portland	W 103–96 (OT)	Mehmet Okur (22)	Mehmet Okur (9)	Brevin Knight (6)	EnergySolutions Arena 19,911	4–0
5	November 7	Oklahoma City	W 104–97 (OT)	Carlos Boozer (21)	Andrei Kirilenko (12)	Brevin Knight (11)	EnergySolutions Arena 19,911	5–0
6	November 9	@ New York	L 99–107 (OT)	Carlos Boozer (19)	Carlos Boozer (18)	Ronnie Brewer (7)	Madison Square Garden 19,344	5–1
7	November 11	@ Philadelphia	W 93–80 (OT)	Carlos Boozer (19)	Carlos Boozer (16)	Ronnie Brewer , Deron Williams (9)	Wachovia Center 12,839	6–1
8	November 12	@ Washington	L 87–95 (OT)	Carlos Boozer (20)	Carlos Boozer (7)	Deron Williams (7)	Verizon Center 14,885	6–2
9	November 14	@ Charlotte	L 96–104 (OT)	Carlos Boozer (26)	Carlos Boozer (15)	Ronnie Brewer , Brevin Knight (4)	Time Warner Cable Arena 14,189	6–3
10	November 15	@ Cleveland	L 93–105 (OT)	Carlos Boozer (17)	Carlos Boozer (9)	Brevin Knight (6)	Quicken Loans Arena 20,562	6–4
11	November 17	Phoenix	W 109–97 (OT)	Carlos Boozer , C. J. Miles (21)	Carlos Boozer (15)	Ronnie Price , Brevin Knight (6)	EnergySolutions Arena 19,911	7–4
12	November 19	Milwaukee	W 105–94 (OT)	C. J. Miles (25)	Carlos Boozer (11)	Ronnie Price (6)	EnergySolutions Arena 19,911	8–4
13	November 21	@ San Antonio	L 94–119 (OT)	Ronnie Brewer (17)	C. J. Miles (10)	C. J. Miles , Ronnie Price (5)	AT&T Center 17,354	8–5
14	November 22	@ Memphis	W 103–94 (OT)	Mehmet Okur (23)	Andrei Kirilenko (6)	Andrei Kirilenko (10)	FedExForum 13,121	9–5
15	November 24	Chicago	L 100–101 (OT)	Mehmet Okur (26)	Paul Millsap (10)	Ronnie Price , Andrei Kirilenko (8)	EnergySolutions Arena 19,911	9–6
16	November 26	Memphis	W 117–100 (OT)	Paul Millsap (24)	Paul Millsap (16)	Deron Williams (15)	EnergySolutions Arena 19,911	10–6
17	November 28	Sacramento	W 120–94 (OT)	Mehmet Okur (20)	Mehmet Okur (12)	Deron Williams (15)	EnergySolutions Arena 19,911	11–6
18	November 29	New Jersey	L 88–105 (OT)	Paul Millsap (20)	Mehmet Okur (11)	Deron Williams (13)	EnergySolutions Arena 19,911	11–7
