Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
60	March 1	@ Phoenix	L 111–118 (OT)	Kobe Bryant (49)	Kobe Bryant (11)	Lamar Odom (5)	US Airways Center 18,422	48–12
61	March 3	Memphis	W 99–89 (OT)	Kobe Bryant (31)	Lamar Odom (13)	Lamar Odom (8)	Staples Center 18,997	49–12
62	March 6	Minnesota	W 110–90 (OT)	Kobe Bryant (23)	Pau Gasol (9)	Kobe Bryant , Luke Walton (4)	Staples Center 18,997	50–12
63	March 9	@ Portland	L 94–111 (OT)	Kobe Bryant (26)	Pau Gasol (13)	Jordan Farmar , D. J. Mbenga (4)	Rose Garden 20,573	50–13
64	March 11	@ Houston	W 102–96 (OT)	Kobe Bryant (37)	Josh Powell (9)	Kobe Bryant (6)	Toyota Center 18,449	51–13
65	March 12	@ San Antonio	W 102–95 (OT)	Kobe Bryant , Pau Gasol (23)	Pau Gasol (11)	Kobe Bryant (6)	AT&T Center 18,797	52–13
66	March 15	Dallas	W 107–100 (OT)	Kobe Bryant (28)	Lamar Odom (14)	Derek Fisher (6)	Staples Center 18,997	53–13
67	March 17	Philadelphia	L 93–94 (OT)	Pau Gasol (25)	Lamar Odom (11)	Pau Gasol (6)	Staples Center 18,997	53–14
68	March 19	Golden State	W 114–106 (OT)	Kobe Bryant , Pau Gasol (21)	Pau Gasol (14)	Jordan Farmar (7)	Staples Center 18,997	54–14
69	March 21	@ Chicago	W 117–109 (OT)	Kobe Bryant (28)	Pau Gasol (10)	Kobe Bryant (7)	United Center 23,011	55–14
70	March 24	@ Oklahoma City	W 107–89 (OT)	Kobe Bryant (19)	Pau Gasol (14)	Pau Gasol (7)	Ford Center 19,136	56–14
71	March 26	@ Detroit	W 92–77 (OT)	Kobe Bryant (30)	Pau Gasol (11)	Kobe Bryant , Lamar Odom (7)	The Palace of Auburn Hills 22,076	57–14
72	March 27	@ New Jersey	W 103–95 (OT)	Pau Gasol (36)	Pau Gasol , Lamar Odom (11)	Kobe Bryant (9)	Izod Center 19,990	58–14
73	March 29	@ Atlanta	L 76–86 (OT)	Pau Gasol (21)	Pau Gasol (11)	Lamar Odom , Kobe Bryant (4)	Philips Arena 20,148	58–15
74	March 31	@ Charlotte	L 84–94 (OT)	Kobe Bryant (25)	Pau Gasol (11)	Pau Gasol (7)	Time Warner Cable Arena 19,568	58–16
