Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
31	January 2	@ Boston	L 83–108 (OT)	Nick Young (15)	Antawn Jamison (9)	Caron Butler (5)	TD Banknorth Garden 18,624	6–25
32	January 4	Cleveland	W 80–77 (OT)	Antawn Jamison (26)	Antawn Jamison (13)	Andray Blatche (4)	Verizon Center 20,173	7–25
33	January 6	@ Orlando	L 80–89 (OT)	Caron Butler (29)	Antawn Jamison (9)	Caron Butler , Mike James (5)	Amway Arena 16,011	7–26
34	January 7	Toronto	L 93–99 (OT)	Antawn Jamison (32)	Antawn Jamison (7)	Caron Butler , Javaris Crittenton (6)	Verizon Center 13,864	7–27
35	January 9	@ Chicago	L 86–98 (OT)	Nick Young (28)	Antawn Jamison (11)	Caron Butler (6)	United Center 20,125	7–28
36	January 10	Charlotte	L 89–92 (OT)	Caron Butler (19)	Andray Blatche (10)	Andray Blatche (4)	Verizon Center 20,173	7–29
37	January 12	Milwaukee	L 91–97 (OT)	Nick Young (30)	Dominic McGuire (10)	Dominic McGuire (5)	Verizon Center 13,510	7–30
38	January 14	@ New York	L 122–128 (OT)	Nick Young (33)	Antawn Jamison (7)	Mike James (5)	Madison Square Garden 18,020	7–31
39	January 16	New York	W 96–89 (OT)	Antawn Jamison (28)	Andray Blatche (11)	Caron Butler (7)	Verizon Center 17,526	8–31
41	January 21	@ Sacramento	W 110–107 (OT)	Antawn Jamison (33)	Dominic McGuire (12)	Caron Butler (5)	ARCO Arena 10,821	9–32
42	January 22	@ L.A. Lakers	L 97–117 (OT)	Antawn Jamison (19)	JaVale McGee (9)	Caron Butler , Mike James (6)	Staples Center 18,997	9–33
43	January 24	@ Portland	L 87–100 (OT)	Caron Butler (31)	Caron Butler (10)	Mike James (7)	Rose Garden 20,566	9–34
44	January 26	Phoenix	L 87–103 (OT)	Caron Butler (28)	Antawn Jamison (13)	Dominic McGuire (7)	Verizon Center 17,344	9–35
45	January 28	@ Miami	L 71–93 (OT)	Antawn Jamison (21)	Antawn Jamison (12)	Caron Butler (6)	American Airlines Arena 16,424	9–36
46	January 30	@ Philadelphia	L 94–104 (OT)	Antawn Jamison (25)	Antawn Jamison (15)	Javaris Crittenton (7)	Wachovia Center 15,528	9–37
