Place	Player	Country	Score	To par
1	Jim Thorpe	United States	66	–4
2	J. C. Snead	United States	67	–3
T3	Bob Ackerman	United States	68	–2
T3	John Cook	United States	68	–2
T3	David Graham	Australia	68	–2
T3	Jack Renner	United States	68	–2
T3	Chi-Chi Rodríguez	United States	68	–2
T8	George Burns	United States	69	–1
T8	Rex Caldwell	United States	69	–1
T8	Hubert Green	United States	69	–1
T8	Lon Hinkle	United States	69	–1
T8	Billy Kratzert	United States	69	–1
T8	Johnny Miller	United States	69	–1
T8	Jack Nicklaus	United States	69	–1
T8	Tommy Valentine	United States	69	–1
