Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
47	February 2	L.A. Lakers	L 117–126 (OT)	Al Harrington (24)	David Lee (12)	Chris Duhon (9)	Madison Square Garden 19,763	21–26
48	February 4	Cleveland	L 102–107 (OT)	Al Harrington (39)	Al Harrington (13)	Chris Duhon (5)	Madison Square Garden 19,763	21–27
49	February 6	Boston	L 100–110 (OT)	Al Harrington (27)	David Lee (18)	Chris Duhon (7)	Madison Square Garden 19,763	21–28
50	February 8	@ Portland	L 108–109 (OT)	David Lee (29)	David Lee (11)	Chris Duhon (10)	Rose Garden 20,609	21–29
51	February 10	@ Golden State	L 127–144 (OT)	Nate Robinson (30)	David Lee (11)	Chris Duhon (9)	Oracle Arena 19,098	21–30
52	February 11	@ L.A. Clippers	L 124–128 (OT)	Nate Robinson (33)	David Lee (12)	Nate Robinson (15)	Staples Center 16,928	21–31
53	February 17	San Antonio	W 112–107 (OT)	Nate Robinson (32)	David Lee (12)	Chris Duhon (8)	Madison Square Garden 19,763	22–31
54	February 20	Toronto	W 127–97 (OT)	Wilson Chandler (32)	David Lee (15)	Nate Robinson (7)	Madison Square Garden 19,763	23–31
55	February 22	@ Toronto	L 100–111 (OT)	Al Harrington (31)	David Lee (15)	Nate Robinson (8)	Air Canada Centre 19,800	23–32
56	February 23	Indiana	W 123–119 (OT)	Nate Robinson (41)	David Lee (13)	Chris Duhon (5)	Madison Square Garden 17,283	24–32
57	February 25	Orlando	L 109–114 (OT)	Nate Robinson (32)	David Lee (10)	Chris Duhon (10)	Madison Square Garden 19,763	24–33
58	February 27	Philadelphia	L 103–108 (OT)	Larry Hughes (25)	David Lee (11)	Chris Duhon (6)	Madison Square Garden 19,763	24–34
59	February 28	@ Miami	L 115–120 (OT)	Nate Robinson (29)	David Lee (13)	Chris Duhon (9)	American Airlines Arena 19,600	24–35
