Game	Date	Opponent	Score	Location Attendance	Record
1	November 1	at Miami Heat	L 81-94	Miami Arena 15,133	0-1
Game	Date	Opponent	Score	Location Attendance	Record
2	November 2	vs Detroit Pistons	L 78-90	Omni Coliseum 16,378	0-2
3	November 4	at Portland Trail Blazers	W 94-76	Rose Garden Arena 21,567	1-2
4	November 5	at Seattle SuperSonics	W 117-95	KeyArena at Seattle Center 17,072	2-2
5	November 7	at Sacramento Kings	W 91-87	ARCO Arena 17,317	3-2
6	November 10	at Los Angeles Lakers	L 85-92	Great Western Forum 16,097	3-3
7	November 12	vs Cleveland Cavaliers	W 87-83	Omni Coliseum	4-3
8	November 13	at Boston Celtics	L 85-103	FleetCenter 13,184	4-4
9	November 15	vs Miami Heat	W 85-77	Omni Coliseum 16,378	5-4
10	November 16	at Chicago Bulls	L 69-97	United Center 23,939	5-5
11	November 19	at Cleveland Cavaliers	L 63-73	Gund Arena 14,182	5-6
12	November 21	at Milwaukee Bucks	W 73-65	Bradley Center 14,698	6-6
13	November 23	at Toronto Raptors	W 91-88	SkyDome 16,838	7-6
14	November 26	vs Vancouver Grizzlies	W 101-80	Omni Coliseum	8-6
15	November 27	at Orlando Magic	L 75-79	Orlando Arena 17,248	8-7
16	November 29	vs Washington Bullets	W 110-81	Omni Coliseum 12,457	9-7
