Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
2	November 1	Philadelphia	W 95–88 (OT)	Joe Johnson (35)	Josh Smith (11)	Joe Johnson (5)	Philips Arena 19,651	2–0
3	November 5	@ New Orleans	W 87–79 (OT)	Joe Johnson (24)	Josh Smith (11)	Joe Johnson , Al Horford , Mike Bibby (4)	New Orleans Arena 16,030	3–0
4	November 7	Toronto	W 110–92 (OT)	Mike Bibby (19)	Solomon Jones (9)	Mike Bibby (12)	Philips Arena 18,290	4–0
5	November 9	@ Oklahoma City	W 89–85 (OT)	Joe Johnson (25)	Al Horford (12)	Mike Bibby (4)	Ford Center 18,231	5–0
6	November 11	@ Chicago	W 113–108 (OT)	Al Horford (27)	Al Horford (17)	Joe Johnson (8)	United Center 21,738	6–0
7	November 12	@ Boston	L 102–103 (OT)	Joe Johnson (28)	Maurice Evans , Zaza Pachulia , Solomon Jones (5)	Joe Johnson (7)	TD Banknorth Garden 18,624	6–1
8	November 14	@ New Jersey	L 108–115 (OT)	Joe Johnson (32)	Al Horford (11)	Joe Johnson (5)	Izod Center 15,309	6–2
9	November 15	New Jersey	L 107–119 (OT)	Joe Johnson (31)	Marvin Williams , Al Horford , Solomon Jones (6)	Mike Bibby (7)	Philips Arena 18,729	6–3
10	November 18	@ Indiana	L 96–113 (OT)	Joe Johnson (25)	Zaza Pachulia (8)	Mike Bibby (5)	Conseco Fieldhouse 13,379	6–4
11	November 19	Washington	W 91–87 (OT)	Mike Bibby (25)	Zaza Pachulia (18)	Joe Johnson (8)	Philips Arena 14,416	7–4
12	November 21	Charlotte	W 88–83 (OT)	Joe Johnson (30)	Marvin Williams , Maurice Evans (10)	Joe Johnson (8)	Philips Arena 15,068	8–4
13	November 22	@ Cleveland	L 96–110 (OT)	Maurice Evans (21)	Al Horford (9)	Acie Law (7)	Quicken Loans Arena 20,562	8–5
14	November 26	Milwaukee	W 102–96 (OT)	Al Horford (21)	Al Horford (9)	Joe Johnson (9)	Philips Arena 15,730	9–5
15	November 28	@ Toronto	L 88–93 (OT)	Mike Bibby (24)	Zaza Pachulia (17)	Joe Johnson (7)	Air Canada Centre 19,200	9–6
