Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
48	February 2	@ Utah	L 86–105 (OT)	Raymond Felton (16)	Emeka Okafor (7)	Raymond Felton (9)	EnergySolutions Arena 19,911	19–29
49	February 6	Atlanta	L 97–102 (OT)	Raja Bell (17)	Emeka Okafor (19)	Raymond Felton (8)	Time Warner Cable Arena 15,140	19–30
50	February 8	@ Miami	L 92–96 (OT)	D. J. Augustin (27)	Emeka Okafor (8)	Raymond Felton (11)	American Airlines Arena 17,656	19–31
51	February 9	L.A. Clippers	W 94–73 (OT)	Emeka Okafor (19)	Emeka Okafor (16)	Boris Diaw (9)	Time Warner Cable Arena 10,852	20–31
52	February 11	Washington	W 101–89 (OT)	D. J. Augustin (24)	Emeka Okafor (13)	Raymond Felton (9)	Time Warner Cable Arena 10,237	21–31
53	February 17	@ Orlando	L 102–107 (OT)	Raymond Felton (22)	Raymond Felton (10)	Raymond Felton (5)	Amway Arena 17,461	21–32
54	February 18	Indiana	W 103–94 (OT)	Gerald Wallace (25)	Emeka Okafor (12)	Gerald Wallace (7)	Time Warner Cable Arena 12,374	22–32
55	February 20	Orlando	L 80–92 (OT)	Raymond Felton (16)	Emeka Okafor (11)	Raymond Felton (5)	Time Warner Cable Arena 19,244	22–33
56	February 22	@ Houston	L 78–99 (OT)	Boris Diaw , Emeka Okafor , Raymond Felton (13)	Emeka Okafor (11)	Raymond Felton (4)	Toyota Center 17,124	22–34
57	February 24	@ Phoenix	L 102–112 (OT)	Boris Diaw (27)	Boris Diaw (10)	Raymond Felton (9)	US Airways Center 18,422	22–35
58	February 25	@ Sacramento	W 98–91 (OT)	Gerald Wallace (27)	Emeka Okafor (11)	Raymond Felton (9)	ARCO Arena 10,439	23–35
59	February 27	@ Golden State	W 112–109 (OT)	Raymond Felton (26)	Gerald Wallace , Emeka Okafor (11)	Raymond Felton (9)	Oracle Arena 18,653	24–35
