Res.	Record	Opponent	Method	Event	Round	Time	Location
Loss	40–7	Pablo Alfonso	Submission (guillotine choke)	World Series of Fighting 6: Burkman vs. Carl	1	3:05	Coral Gables, Florida, United States
Loss	40–6	Marlon Moraes	Decision (split)	WSOF 1	3	5:00	Las Vegas, Nevada, United States
Loss	40–5	Michael McDonald	KO (punches)	UFC 145	1	3:18	Atlanta, Georgia, United States
Win	40–4	Nick Pace	Decision (unanimous)	UFC 139	3	5:00	San Jose, California , United States
Loss	39–4	Demetrious Johnson	Decision (unanimous)	UFC 130	3	5:00	Las Vegas, Nevada, United States
Win	39–3	Antonio Banuelos	Decision (unanimous)	UFC 126	3	5:00	Las Vegas, Nevada, United States
Win	38–3	Charlie Valencia	Submission (rear naked choke)	WEC 51	2	2:25	Broomfield, Colorado , United States
Loss	37–3	Joseph Benavidez	Submission (guillotine choke)	WEC 47	2	2:57	Columbus, Ohio , United States
Loss	37–2	Brian Bowles	KO (punches)	WEC 42	1	3:57	Las Vegas, Nevada, United States
Win	37–1	Takeya Mizugaki	Decision (unanimous)	WEC 40	5	5:00	Chicago, Illinois, United States
Win	36–1	Manny Tapia	TKO (punches and elbows)	WEC 37	2	3:04	Las Vegas, Nevada, United States
Win	35–1	Yoshiro Maeda	TKO (doctor stoppage)	WEC 34	3	5:00	Sacramento, California , United States
Win	34–1	Chase Beebe	Submission (guillotine choke)	WEC 32	1	3:59	Albuquerque, New Mexico , United States
Win	33–1	Jeff Bedard	Submission (triangle choke)	WEC 30	1	2:30	Las Vegas, Nevada, United States
Win	32–1	Darius Turcinskas	Submission (rear naked choke)	IMMAC 2: Attack	2	0:57	Chicago, Illinois, United States
Win	31–1	Charles Wilson	Submission (triangle choke)	Total Fight Challenge 7	3	1:29	Hammond, Indiana , United States
Win	30–1	Bobby Gamboa	Submission (rear naked choke)	AFC 19	1	2:52	Boca Raton, Florida , United States
Win	29–1	Derek Collins	TKO (punches)	Total Fight Challenge 6	1	2:32	Hammond, Indiana , United States
Win	28–1	Richard Nancoo	TKO (punches)	IHC 10: Tempest	2	N/A	Hammond, Indiana , United States
Win	27–1	Joe Pearson	Submission (triangle choke)	Total Fight Challenge 5	1	0:28	Hammond, Indiana, United States
Win	26–1	Ryan Ackerman	Submission (armbar)	IHC 9: Purgatory	1	4:45	Hammond, Indiana, United States
Win	25–1	Dan Swift	Decision (unanimous)	Total Fight Challenge 3	3	5:00	Hammond, Indiana, United States
Win	24–1	Mike French	Submission (triangle choke)	Superbrawl 40	2	2:44	Hammond, Indiana, United States
Win	23–1	Jim Bruketta	Submission (triangle choke)	Total Fight Challenge 2	2	2:08	Hammond, Indiana, United States
Win	22–1	Alex Khanbabian	Submission (armbar)	IHC 8: Ethereal	1	1:01	Hammond, Indiana, United States
Win	21–1	Mustafa Hussaini	TKO (punches)	IHC 7: The Crucible	3	1:24	Hammond, Indiana, United States
Loss	20–1	Ryan Ackerman	Decision (unanimous)	IHC 6: Inferno	3	5:00	Hammond, Indiana, United States
Win	20–0	Lindsey Durlacher	Decision (unanimous)	IHC 4: Armageddon	3	5:00	Hammond, Indiana, United States
Win	19–0	Brian Szohr	Submission (triangle choke)	TCC: Battle of the Badges	1	3:36	Hammond, Indiana, United States
Win	18–0	Craig Williamson	Submission (triangle choke)	TCC: Battle of the Badges	1	2:45	Hammond, Indiana, United States
Win	17–0	Steve Reyna	TKO (doctor stoppage)	IHC 3: Exodus	1	5:00	Hammond, Indiana, United States
Win	16–0	Nick Mitchell	Decision (unanimous)	IHC 3: Exodus	2	5:00	Hammond, Indiana, United States
Win	15–0	Danny Long	KO (punches)	Total Combat Challenge	1	N/A	Hammond, Indiana, United States
Win	14–0	Patrick Rodriguez	Submission	Finke's FCC	2	1:41	Highland, Indiana , United States
Win	13–0	Josh Mason	Submission (punches)	Cage Rage 2	2	N/A	Kokomo, Indiana , United States
Win	12–0	Mark Jaromillo	Submission (armbar)	Finke's FCC	2	2:40	Highland, Indiana, United States
Win	11–0	David Odle	Submission (punches)	Finke's FCC	1	2:05	Highland, Indiana, United States
Win	10–0	Danny Alexander	Submission (rear naked choke)	Finke's FCC	1	0:58	Highland, Indiana, United States
Win	9–0	Jesse Gudenschwagger	TKO (doctor stoppage)	MMA Invitational 4	2	5:00	Hammond, Indiana, United States
Win	8–0	Chad Bratton	Decision (unanimous)	Extreme Shootfighting	1	15:00	Indianapolis, Indiana , United States
Win	7–0	Ricky Olson	Decision (unanimous)	Extreme Shootfighting	1	15:00	Indianapolis, Indiana, United States
Win	6–0	Cory Merriman	Submission (punches)	Extreme Shootfighting	1	1:27	Indianapolis, Indiana, United States
Win	5–0	Dan Caesar	Submission (punches)	Finke's FCC	1	4:30	Highland, Indiana, United States
Win	4–0	Kris Kramer	Submission (triangle choke)	Finke's FCC	1	3:00	Highland, Indiana, United States
Win	3–0	Michael Reyna	Submission (punches)	Finke's FCC	1	1:22	Highland, Indiana, United States
Win	2–0	Dan Caesar	Submission (guillotine choke)	Finke's FCC	1	4:09	Highland, Indiana, United States
Win	1–0	Larry Pulliam	TKO (punches)	Finke's FCC	1	0:10	Highland, Indiana, United States
