Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
55	March 1	Charlotte Hornets	W 122-105	R. Pierce (25)	B. Benjamin (13)	N. McMillan (9)	Seattle Center Coliseum 13,320	27-28
56	March 2	Sacramento Kings	W 120-106	E. Johnson (31)	B. Benjamin (16)	N. McMillan , G. Payton (8)	Seattle Center Coliseum 12,182	28-28
57	March 4	@ Golden State Warriors	W 105-99	S. Threatt (24)	B. Benjamin (11)	G. Payton (10)	Oakland-Alameda County Coliseum Arena 15,025	29-28
58	March 5	Cleveland Cavaliers	L 111-113 (OT)	E. Johnson (28)	B. Benjamin , S. Kemp (13)	N. McMillan , G. Payton (7)	Seattle Center Coliseum 10,623	29-29
59	March 7	@ Minnesota Timberwolves	W 91-86	R. Pierce (25)	N. McMillan (11)	N. McMillan (8)	Target Center 19,006	30-29
60	March 9	@ San Antonio Spurs	L 99-112	E. Johnson (19)	E. Johnson (7)	D. Barros (5)	HemisFair Arena 15,908	30-30
61	March 12	@ Houston Rockets	L 91-93	S. Kemp (23)	S. Kemp (16)	D. McKey (6)	The Summit 15,508	30-31
62	March 13	@ Dallas Mavericks	L 96-98	S. Kemp (24)	S. Kemp (13)	S. Threatt (9)	Reunion Arena 15,813	30-32
63	March 15	Minnesota Timberwolves	L 96-100 (OT)	D. McKey (20)	B. Benjamin (10)	G. Payton (4)	Seattle Center Coliseum 11,497	30-33
64	March 16	Utah Jazz	L 98-104 (OT)	E. Johnson (19)	D. McKey (9)	G. Payton (5)	Seattle Center Coliseum 15,535	30-34
65	March 20	Los Angeles Lakers	W 114-106	B. Benjamin (28)	D. McKey (10)	G. Payton (12)	Seattle Center Coliseum 14,392	31-34
66	March 22	@ Phoenix Suns	W 111-105	E. Johnson (34)	B. Benjamin (14)	N. McMillan , G. Payton (8)	Arizona Veterans Memorial Coliseum 14,487	32-34
67	March 24	@ Los Angeles Lakers	L 96-113	S. Kemp (21)	B. Benjamin , M. Cage (7)	S. Threatt (7)	Great Western Forum 17,505	32-35
68	March 26	@ Portland Trail Blazers	L 113-126	R. Pierce (21)	M. Cage (8)	R. Pierce , S. Threatt (4)	Memorial Coliseum 12,884	32-36
69	March 27	Portland Trail Blazers	L 107-112	R. Pierce (24)	S. Kemp (10)	G. Payton (6)	Tacoma Dome 18,167	32-37
70	March 29	Minnesota Timberwolves	W 117-107	E. Johnson , R. Pierce (24)	N. McMillan (7)	G. Payton (7)	Seattle Center Coliseum 12,968	33-37
71	March 30	Dallas Mavericks	W 115-102	S. Kemp (23)	B. Benjamin (7)	S. Kemp , S. Threatt (4)	Seattle Center Coliseum 11,756	34-37
