Driver	Constructor	Laps	Time/Retired	Grid
Michael Schumacher	Ferrari	69	1:24:04.888	1
Kimi Räikkönen	McLaren - Mercedes	69	+3.362	2
Rubens Barrichello	Ferrari	69	+3.951	5
Jenson Button	BAR - Honda	69	+42.243	7
David Coulthard	McLaren - Mercedes	69	+59.740	14
Ralf Schumacher	Williams - BMW	68	+1 Lap	10
Mark Webber	Jaguar - Cosworth	68	+1 Lap	17
Jarno Trulli	Renault	68	+1 Lap	6
Antônio Pizzonia	Jaguar - Cosworth	68	+1 Lap	8
Cristiano da Matta	Toyota	68	+1 Lap	13
Ralph Firman	Jordan - Ford	68	+1 Lap	16
Jacques Villeneuve	BAR - Honda	68	+1 Lap	12
Justin Wilson	Minardi - Cosworth	67	+2 Laps	18
Giancarlo Fisichella	Jordan - Ford	60	Fuel system	9
Nick Heidfeld	Sauber - Petronas	46	Engine	4
Fernando Alonso	Renault	44	Engine	19
Juan Pablo Montoya	Williams - BMW	32	Engine	3
Olivier Panis	Toyota	6	Suspension	11
Jos Verstappen	Minardi - Cosworth	0	Clutch	20
Heinz-Harald Frentzen	Sauber - Petronas	0	Clutch	15
