Driver	Constructor	Laps	Time/Retired	Grid
Ralf Schumacher	Williams - BMW	70	1:30:49.213	1
Juan Pablo Montoya	Williams - BMW	70	+13.813	2
Michael Schumacher	Ferrari	70	+19.568	3
Kimi Räikkönen	McLaren - Mercedes	70	+38.047	4
David Coulthard	McLaren - Mercedes	70	+40.289	5
Mark Webber	Jaguar - Cosworth	70	+1:06.380	9
Rubens Barrichello	Ferrari	69	+1 Lap	8
Olivier Panis	Toyota	69	+1 Lap	10
Jacques Villeneuve	BAR - Honda	69	+1 Lap	12
Antônio Pizzonia	Jaguar - Cosworth	69	+1 Lap	11
Cristiano da Matta	Toyota	69	+1 Lap	13
Heinz-Harald Frentzen	Sauber - Petronas	68	+2 Laps	16
Nick Heidfeld	Sauber - Petronas	68	+2 Laps	15
Justin Wilson	Minardi - Cosworth	67	+3 Laps	20
Ralph Firman	Jordan - Ford	67	+3 Laps	18
Jos Verstappen	Minardi - Cosworth	66	+4 Laps	19
Jarno Trulli	Renault	45	Engine	6
Fernando Alonso	Renault	43	Engine	7
Giancarlo Fisichella	Jordan - Ford	42	Engine	17
Jenson Button	BAR - Honda	23	Out of fuel	14
