Place	Player	Country	Score	To par	Money ( $ )
1	Ian Woosnam	Wales	72-66-67-72=277	–11	243,000
2	José María Olazábal	Spain	68-71-69-70=278	–10	145,800
T3	Ben Crenshaw	United States	70-73-68-68=279	–9	64,800
T3	Steve Pate	United States	72-73-69-65=279	–9	64,800
T3	Lanny Wadkins	United States	67-71-70-71=279	–9	64,800
T3	Tom Watson	United States	68-68-70-73=279	–9	64,800
T7	Ian Baker-Finch	Australia	71-70-69-70=280	–8	42,100
T7	Andrew Magee	United States	70-72-68-70=280	–8	42,100
T7	Jodie Mudd	United States	70-70-71-69=280	–8	42,100
T10	Hale Irwin	United States	70-70-75-66=281	–7	35,150
T10	Tsuneyuki Nakajima	Japan	74-71-67-69=281	–7	35,150
