Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
58	March 3	@ Milwaukee	L 87–100 (OT)	Blatche & Foye (18)	Andray Blatche (9)	Randy Foye (5)	Bradley Center 13,247	21-37
59	March 5	Milwaukee	L 74–102 (OT)	McGee & Blatche (13)	JaVale McGee (11)	Andray Blatche (3)	Verizon Center 16,963	21-38
60	March 7	@ Boston	L 83–86 (OT)	Al Thornton (24)	Al Thornton (11)	Randy Foye (8)	TD Garden 18,624	21-39
61	March 9	Houston	L 88–96 (OT)	Young & Blatche (18)	Al Thornton (9)	Livingston & Miller (5)	Verizon Center 16,963	21-40
63	March 11	Atlanta	L 99–105 (OT)	Andray Blatche (30)	Andray Blatche (10)	Mike Miller (7)	Verizon Center 13,625	21-41
63	March 12	@ Detroit	L 87–101 (OT)	Andray Blatche (23)	Andray Blatche (10)	Randy Foye (8)	The Palace of Auburn Hills 20,273	21-42
64	March 13	Orlando	L 95–109 (OT)	Andray Blatche (32)	Alonzo Gee (5)	Shaun Livingston (8)	Verizon Center 20,173	21-43
65	March 15	@ Utah	L 89–112 (OT)	Andray Blatche (24)	Singleton & Miller (10)	Randy Foye (5)	EnergySolutions Arena 19,611	21-44
66	March 16	@ Denver	L 87–97 (OT)	Andray Blatche (23)	Alonzo Gee (10)	Shaun Livingston (6)	Pepsi Center 17,447	21-45
67	March 19	@ Portland	L 74–76 (OT)	Mike Miller (16)	James Singleton (16)	Shaun Livingston (4)	Rose Garden 20,592	21-46
68	March 21	@ L.A. Lakers	L 92–99 (OT)	Nick Young (22)	Andray Blatche (12)	Shaun Livingston (6)	Staples Center 18,997	21-47
69	March 23	Charlotte	L 86–95 (OT) OT	Mike Miller (15)	JaVale McGee (12)	Shaun Livingston (6)	Verizon Center 12,742	21-48
70	March 24	@ Indiana	L 82–99 (OT)	Andray Blatche (21)	James Singleton (21)	Earl Boykins (3)	Conseco Fieldhouse 12,504	21-49
71	March 26	@ Charlotte	L 96–107 (OT)	Alonzo Gee (19)	Singleton & Miller (7)	Mike Miller (8)	Time Warner Cable Arena 16,365	21-50
72	March 27	Utah	L 87–103 (OT)	Andray Blatche (20)	James Singleton (12)	Andray Blatche (7)	Verizon Center 15,312	21-51
73	March 30	@ Houston	L 94–98 (OT)	Andray Blatche (31)	Mike Miller (12)	Mike Miller (4)	Toyota Center 14,395	21-52
