Year	Title	Genre	Label	Result
Year	Title	Genre	Label	Result
1986	Black Codes From The Underground	Jazz	Columbia	Winner
1987	J Mood	Jazz	Columbia	Winner
1988	Marsalis Standard Time - Volume 1	Jazz	Columbia	Winner
1988	Trio Jeepy	Jazz	Columbia	Nominated
1990	Mo Better Blues (soundtrack)	Jazz	CBS	Nominated
1993	I Heard You Twice The First Time	Jazz	Columbia	Winner
1996	PanaMonk	Jazz	Impulse	Nominated
1998	Songbook	Jazz	Warner Bros.	Nominated
2000	Requiem	Jazz	Columbia	Nominated
2000	Time is of the Essence	Jazz	Verve	Nominated
2001	Contemporary Jazz	Jazz	Columbia	Winner
2001	Refugee	Jazz	Verve	Nominated
2005	Eternal	Jazz	Marsalis Music	Nominated
2010	Watts	Jazz	Dark Key (Watts' label)	Winner
2011	Positootly!	Jazz	Resonance Records	Nominated
2011	Mingus Big Band Live at Jazz Standard	Jazz	Mingus Workshop, Inc/Jazz Standard	Winner
