Club	Played	Drawn	Lost	Points for	Points against	Tries for	Tries against	Try bonus	Losing bonus	Points
Club	Played	Drawn	Lost	Points for	Points against	Tries for	Tries against	Try bonus	Losing bonus	Points
Pontyclun RFC	20	0	2	694	191	104	21	12	2	86
Cilfynydd RFC	20	1	4	635	330	90	37	10	2	74
Barry RFC	20	2	5	515	247	64	30	5	2	63
St. Albans RFC	20	0	9	504	347	68	40	7	4	55
Deri RFC	20	0	9	409	349	55	45	5	3	52
Hirwaun RFC	20	1	8	476	421	59	57	7	2	51
Penygraig RFC	20	1	10	283	405	41	51	4	1	43
Cowbridge RFC	20	1	12	337	369	33	46	3	4	37
Old Penarthians RFC	20	0	13	318	431	39	61	2	3	33
Dinas Powys RFC	20	0	17	291	701	44	105	4	3	19
Canton RFC	20	0	18	157	828	19	123	1	1	10
Correct as of 18:13 19 June 2009	Correct as of 18:13 19 June 2009	Correct as of 18:13 19 June 2009	Correct as of 18:13 19 June 2009	Correct as of 18:13 19 June 2009	Correct as of 18:13 19 June 2009	Correct as of 18:13 19 June 2009	Correct as of 18:13 19 June 2009	Correct as of 18:13 19 June 2009	Correct as of 18:13 19 June 2009	Correct as of 18:13 19 June 2009
