Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
17	December 1	@ Atlanta	W 104–103 (OT)	Vince Carter (19)	Vince Carter , Keon Clark (10)	Alvin Williams (9)	Philips Arena 18,628	11–6
18	December 2	Boston	L 69–85 (OT)	Vince Carter (17)	Antonio Davis (12)	Vince Carter (6)	Air Canada Centre 19,800	11–7
19	December 6	@ Milwaukee	L 89–95 (OT)	Vince Carter (26)	Hakeem Olajuwon (14)	Vince Carter (7)	Bradley Center 18,717	11–8
20	December 7	Denver	W 98–96 (OT)	Vince Carter (42)	Vince Carter (15)	Chris Childs , Alvin Williams (7)	Air Canada Centre 19,800	12–8
21	December 9	Phoenix	L 90–91 (OT)	Vince Carter (42)	Keon Clark (15)	Chris Childs (7)	Air Canada Centre 19,800	12–9
22	December 12	@ San Antonio	L 95–108 (OT)	Alvin Williams (16)	Hakeem Olajuwon , Morris Peterson (6)	Alvin Williams (7)	Alamodome 16,650	12–10
23	December 13	@ Charlotte	L 90–104 (OT)	Vince Carter (31)	Keon Clark (9)	Alvin Williams (7)	Charlotte Coliseum 9,791	12–11
24	December 16	Washington	L 88–93 (OT)	Vince Carter (23)	Antonio Davis (14)	Alvin Williams (8)	Air Canada Centre 20,048	12–12
25	December 19	@ Indiana	W 102–90 (OT)	Morris Peterson (29)	Keon Clark (11)	Vince Carter , Alvin Williams (6)	Conseco Fieldhouse 16,060	13–12
26	December 20	Chicago	W 96–91 (OT)	Vince Carter (33)	Antonio Davis , Jerome Williams (11)	Vince Carter (7)	Air Canada Centre 19,800	14–12
27	December 23	Miami	W 83–76 (OT)	Vince Carter (27)	Vince Carter , Antonio Davis (10)	Alvin Williams (7)	Air Canada Centre 19,800	15–12
28	December 25	@ New York	L 94–102 (OT)	Morris Peterson (22)	Antonio Davis (11)	Alvin Williams (5)	Madison Square Garden 19,763	15–13
29	December 28	@ L.A. Lakers	W 89–86 (OT)	Alvin Williams (17)	Keon Clark (16)	Alvin Williams (8)	Staples Center 18,997	16–13
30	December 29	@ Seattle	L 75–101 (OT)	Morris Peterson (18)	Keon Clark (11)	Alvin Williams (5)	KeyArena 17,072	16–14
