Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
32	January 3	Orlando	W 105–94 (OT)	Chris Bosh (25)	Chris Bosh (12)	Rafer Alston , Milt Palacio (6)	Air Canada Centre 15,782	11–21
33	January 5	Sacramento	W 96–93 (OT)	Chris Bosh (23)	Rafael Araújo (14)	Rafer Alston (10)	Air Canada Centre 18,288	12–21
34	January 7	Milwaukee	L 105–107 (OT)	Jalen Rose , Eric Williams (21)	Donyell Marshall (14)	Rafer Alston (8)	Air Canada Centre 16,537	12–22
35	January 9	Golden State	W 109–87 (OT)	Chris Bosh , Morris Peterson (21)	Chris Bosh (17)	Rafer Alston (7)	Air Canada Centre 14,372	13–22
36	January 12	Boston	W 104–93 (OT)	Morris Peterson (37)	Chris Bosh (11)	Rafer Alston , Morris Peterson (6)	Air Canada Centre 15,108	14–22
37	January 14	@ Philadelphia	L 96–106 (OT)	Donyell Marshall (20)	Chris Bosh (13)	Rafer Alston (13)	Wachovia Center 18,001	14–23
38	January 16	New Orleans	W 102–99 (OT)	Morris Peterson (25)	Chris Bosh , Morris Peterson (10)	Rafer Alston (7)	Air Canada Centre 14,422	15–23
39	January 17	@ Minnesota	W 100–91 (OT)	Donyell Marshall (22)	Chris Bosh (11)	Rafer Alston (15)	Target Center 16,632	16–23
40	January 19	New York	W 98–81 (OT)	Jalen Rose (24)	Chris Bosh (14)	Rafer Alston , Jalen Rose (5)	Air Canada Centre 16,613	17–23
41	January 21	@ Washington	L 109–118 (OT)	Jalen Rose (32)	Morris Peterson (9)	Rafer Alston (7)	MCI Center 15,424	17–24
42	January 23	Charlotte	W 103–92 (OT)	Morris Peterson (26)	Rafael Araújo , Chris Bosh (8)	Rafer Alston (8)	Air Canada Centre 14,196	18–24
43	January 26	Miami	L 96–111 (OT)	Rafer Alston (29)	Lamond Murray (8)	Rafer Alston (8)	Air Canada Centre 19,800	18–25
44	January 28	@ Charlotte	L 94–101 (OT)	Rafer Alston (20)	Jalen Rose (6)	Jalen Rose (5)	Charlotte Coliseum 15,986	18–26
