Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
60	March 1	@ LA Clippers	L 104–108 (OT)	Carlos Boozer (20)	Mehmet Okur (13)	Deron Williams (13)	Staples Center 15,422	38-22
61	March 4	@ Phoenix	W 116–108 (OT)	Deron Williams (27)	Carlos Boozer (15)	Deron Williams (9)	US Airways Center 17,912	39-22
62	March 6	LA Clippers	W 107–85 (OT)	Mehmet Okur (27)	Carlos Boozer (17)	Deron Williams (10)	EnergySolutions Arena 19,911	40-22
63	March 9	@ Chicago	W 132–108 (OT)	Deron Williams (28)	Carlos Boozer (10)	Deron Williams (17)	United Center 18,451	41-22
64	March 10	@ Detroit	W 115–104 (OT)	Paul Millsap , Mehmet Okur , Deron Williams (18)	Carlos Boozer (12)	Deron Williams (12)	Palace of Auburn Hills 16,908	42-22
65	March 12	@ Milwaukee	L 87–95 (OT)	Carlos Boozer (26)	Carlos Boozer (14)	Deron Williams (9)	Bradley Center 14,917	42-23
66	March 14	@ Oklahoma City	L 111–119 (OT)	Wesley Matthews (29)	Carlos Boozer (11)	Deron Williams (14)	Ford Center 18,203	42-24
67	March 15	Washington	W 112–89 (OT)	Carlos Boozer (23)	Carlos Boozer (11)	Deron Williams (9)	EnergySolutions Arena 19,611	43-24
68	March 17	Minnesota	W 122–100 (OT)	Paul Millsap (21)	Carlos Boozer , Paul Millsap (11)	Deron Williams (11)	EnergySolutions Arena 19,851	44-24
69	March 19	@ Phoenix	L 100–110 (OT)	Carlos Boozer (23)	Carlos Boozer (16)	Deron Williams (6)	US Airways Center 18,422	44-25
70	March 20	New Orleans	W 106–86 (OT)	Paul Millsap (22)	Paul Millsap (15)	Deron Williams (11)	EnergySolutions Arena 18,766	45-25
71	March 22	Boston	W 110–97 (OT)	C. J. Miles (23)	Mehmet Okur (15)	Deron Williams (11)	EnergySolutions Arena 19,911	46-25
72	March 24	@ Toronto	W 113–87 (OT)	Carlos Boozer , Deron Williams (18)	Carlos Boozer (11)	Deron Williams (16)	Air Canada Centre 16,178	47-25
73	March 26	@ Indiana	L 106–122 (OT)	Mehmet Okur (27)	Mehmet Okur (12)	Deron Williams (12)	Conseco Fieldhouse 15,463	47-26
74	March 27	@ Washington	W 103–87 (OT)	Carlos Boozer , Mehmet Okur (22)	Mehmet Okur (11)	Deron Williams (12)	Verizon Center 15,312	48-26
75	March 29	NY Knicks	W 103–98 (OT)	Carlos Boozer (26)	Carlos Boozer (14)	Deron Williams (14)	EnergySolutions Arena 19,911	49-26
