Storm name	Dates active	Max 1-min wind mph (km/h)	Min. press. ( mbar )	Damage (millions USD )	Deaths
One	May5– May10	65 (100)	995	None	None
Two	August12– August15	150 (240)	935	7.5	40
Three	August26– September2	85 (140)	979	0.226	(1)
Four	August30– September9	160 (260)	≤921	Unknown	16
Five	September4– September7	70 (110)	992	None	None
Six	September9– September15	60 (95)	999	0.02	None
Seven	September16– September22	65 (100)	994	Unknown	None
Eight	September18– September20	65 (100)	998	Unknown	None
Nine	September25– October2	145 (230)	943	30	>225
Ten	September28– September30	45 (75)	1004	None	None
Eleven	October7– October15	70 (110)	990	Unknown	None
Twelve	October8– October12	60 (95)	997	Unknown	None
Thirteen	October18– October21	70 (110)	999	None	None
Fourteen	October30– November14	175 (280)	≤915	40	>3,103
Fifteen	November3– November10	100 (155)	973	Unknown	None
Season Aggregates	Season Aggregates	Season Aggregates	Season Aggregates	Season Aggregates	Season Aggregates
15 cyclones	May5 – November10	175 (280)	≤915	77.706	>3,384 (1)
