Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
56	March 2	Boston	W 104–92 (OT)	Antonio Davis (19)	Michael Bradley (13)	Alvin Williams (6)	Air Canada Centre 19,800	18–38
57	March 4	@ Washington	W 89–86 (OT)	Vince Carter (24)	Michael Bradley , Jerome Williams (7)	Antonio Davis (5)	MCI Center 20,173	19–38
58	March 5	Houston	L 95–97 (OT)	Vince Carter (21)	Jerome Williams (10)	Antonio Davis (6)	Air Canada Centre 20,171	19–39
59	March 8	@ Atlanta	W 107–98 (OT)	Vince Carter (43)	Jerome Williams (15)	Antonio Davis (8)	Philips Arena 19,445	20–39
60	March 9	Memphis	L 106–119 (OT)	Vince Carter (26)	Antonio Davis (8)	Alvin Williams (9)	Air Canada Centre 19,138	20–40
61	March 11	@ Denver	L 87–95 (OT)	Vince Carter (21)	Michael Bradley (12)	Alvin Williams (6)	Pepsi Center 13,409	20–41
62	March 12	@ Portland	L 103–125 (OT)	Vince Carter (21)	Michael Bradley (10)	Rafer Alston (6)	Rose Garden 19,991	20–42
63	March 14	@ Sacramento	L 84–119 (OT)	Vince Carter , Morris Peterson (16)	Mamadou N'Diaye (10)	Rafer Alston (7)	ARCO Arena 17,317	20–43
64	March 16	@ L.A. Clippers	L 110–111 (OT)	Vince Carter (28)	Antonio Davis , Jerome Williams (8)	Alvin Williams (5)	Staples Center 18,268	20–44
65	March 17	@ Phoenix	L 91–95 (OT)	Morris Peterson (17)	Antonio Davis (15)	Alvin Williams (7)	America West Arena 15,326	20–45
66	March 19	Atlanta	W 87–86 (OT)	Vince Carter (27)	Jerome Williams (10)	Alvin Williams (6)	Air Canada Centre 17,885	21–45
67	March 21	@ Miami	L 98–107 (OT)	Vince Carter (30)	Jerome Williams (9)	Alvin Williams (7)	American Airlines Arena 14,492	21–46
68	March 23	Philadelphia	L 95–112 (OT)	Vince Carter (22)	Antonio Davis (9)	Vince Carter (9)	Air Canada Centre 19,800	21–47
69	March 24	@ New York	L 90–100 (OT)	Antonio Davis (23)	Antonio Davis (12)	Alvin Williams (8)	Madison Square Garden 18,824	21–48
70	March 26	Cleveland	W 89–83 (OT)	Morris Peterson (21)	Jelani McCoy (8)	Rafer Alston (6)	Air Canada Centre 16,832	22–48
71	March 28	New Orleans	L 92–101 (OT)	Vince Carter (21)	Michael Bradley (11)	Alvin Williams (5)	Air Canada Centre 18,773	22–49
72	March 30	New York	W 95–86 (OT)	Vince Carter (28)	Michael Bradley (11)	Vince Carter (6)	Air Canada Centre 19,800	23–49
