Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
3	November 1	Atlanta	W 118–110 (OT)	Kobe Bryant (41)	Lamar Odom (14)	Lamar Odom (8)	Staples Center 18,997	2–1
4	November 3	@ Oklahoma City	W 101–98 (OT)	Kobe Bryant (31)	Andrew Bynum (10)	Ron Artest (6)	Ford Center 18,203	3–1
5	November 4	@ Houston	W 103–102 (OT)	Kobe Bryant (41)	Andrew Bynum (17)	Andrew Bynum (5)	Toyota Center 18,291	4–1
6	November 6	Memphis	W 114–98 (OT)	Kobe Bryant (41)	D. J. Mbenga (13)	Ron Artest , Derek Fisher , Luke Walton (7)	Staples Center 18,997	5–1
7	November 8	New Orleans	W 104–88 (OT)	Kobe Bryant (28)	D. J. Mbenga (12)	Ron Artest (7)	Staples Center 18,997	6–1
8	November 12	Phoenix	W 121–102 (OT)	Kobe Bryant (29)	Andrew Bynum (15)	Jordan Farmar (8)	Staples Center 18,997	7–1
9	November 13	@ Denver	L 79–105 (OT)	Kobe Bryant , Andrew Bynum (19)	Andrew Bynum (15)	Ron Artest (6)	Pepsi Center 19,141	7–2
10	November 15	Houston	L 91–101 (OT)	Ron Artest (22)	Andrew Bynum (11)	Lamar Odom (6)	Staples Center 18,997	7–3
11	November 17	Detroit	W 106–93 (OT)	Kobe Bryant (40)	Andrew Bynum (12)	Lamar Odom (8)	Staples Center 18,997	8–3
12	November 19	Chicago	W 108–93 (OT)	Pau Gasol (24)	Pau Gasol (13)	Kobe Bryant (8)	Staples Center 18,997	9–3
13	November 22	Oklahoma City	W 101–85 (OT)	Kobe Bryant (26)	Andrew Bynum (9)	Kobe Bryant (7)	Staples Center 18,997	10–3
14	November 24	New York	W 100–90 (OT)	Kobe Bryant (34)	Pau Gasol (16)	Lamar Odom (5)	Staples Center 18,997	11–3
15	November 28	@ Golden State	W 130–97 (OT)	Pau Gasol (22)	Pau Gasol (12)	Kobe Bryant (6)	Oracle Arena 20,001	12–3
