Place	Player	Country	Score	To par
1	Nick Price	Zimbabwe	70-67-69=206	−7
T2	Seve Ballesteros	Spain	67-71-70=208	−5
T2	Nick Faldo	England	71-69-68=208	−5
4	Sandy Lyle	Scotland	73-69-67=209	−4
T5	Andy Bean	United States	71-70-71=212	−1
T5	Larry Nelson	United States	73-71-68=212	−1
T5	Don Pooley	United States	70-73-69=212	−1
T5	Eduardo Romero	Argentina	72-71-69=212	−1
T9	Fred Couples	United States	73-69-71=213	E
T9	Brad Faxon	United States	69-74-70=213	E
T9	Gary Koch	United States	71-72-70=213	E
T9	Peter Senior	Australia	70-73-70=213	E
