Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
4	November 2	New Jersey	W 79–68 (OT)	Gerald Wallace (24)	Gerald Wallace (20)	Boris Diaw , Raymond Felton (3)	Time Warner Cable Arena 9,380	2–2
5	November 6	Atlanta	W 103–83 (OT)	Raja Bell (24)	Tyson Chandler (10)	Raymond Felton (7)	Time Warner Cable Arena 15,874	3-2
6	November 7	@ Chicago	L 90–93 (OT)	Boris Diaw (20)	Gerald Wallace (9)	Raymond Felton (10)	United Center 21,108	3-3
7	November 10	Orlando	L 81–93 (OT)	Raymond Felton (18)	Gerald Wallace (9)	Boris Diaw (8)	Time Warner Cable Arena 13,415	3-4
8	November 11	@ Detroit	L 75–98 (OT)	Nazr Mohammed (13)	Nazr Mohammed (8)	Raymond Felton , Boris Diaw (4)	The Palace of Auburn Hills 15,417	3-5
9	November 14	Portland	L 74–80 (OT)	Boris Diaw (21)	Gerald Wallace , Tyson Chandler (8)	Raymond Felton , Boris Diaw (4)	Time Warner Cable Arena 15,872	3-6
10	November 16	@ Orlando	L 91–97 (OT)	Ronald Murray (31)	Gerald Wallace , Stephen Jackson (9)	Raymond Felton (5)	Amway Arena 17,461	3-7
11	November 18	@ Philadelphia	L 84–86 (OT)	Stephen Jackson (26)	Gerald Wallace (12)	Raymond Felton , Stephen Jackson (5)	Wachovia Center 11,585	3-8
12	November 20	@ Milwaukee	L 88–95 (OT)	Stephen Jackson , Gerald Wallace (22)	Gerald Wallace (10)	Ronald Murray (6)	Bradley Center 15,578	3-9
13	November 22	Indiana	W 104–88 (OT)	Boris Diaw (17)	Gerald Wallace (11)	Raymond Felton (6)	Time Warner Cable Arena 14,730	4-9
14	November 25	Toronto	W 116–81 (OT)	Gerald Wallace (31)	Gerald Wallace (13)	Stephen Jackson (6)	Time Warner Cable Arena 13,689	5-9
15	November 27	Cleveland	W 94–87 (OT)	Gerald Wallace (31)	Gerald Wallace (14)	Raymond Felton (7)	Time Warner Cable Arena 19,168	6-9
