Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
36	January 2	@ L.A. Clippers	W 107–98 (OT)	Joe Johnson (29)	Al Horford , Josh Smith (10)	Mike Bibby , Jamal Crawford , Joe Johnson (4)	Staples Center 16,750	22–14
37	January 4	@ Sacramento	W 108–102 (OT)	Jamal Crawford (31)	Josh Smith (11)	Jamal Crawford (7)	ARCO Arena 11,472	23–14
38	January 5	@ Utah	W 110–87 (OT)	Joe Johnson (28)	Al Horford (8)	Mike Bibby (8)	EnergySolutions Arena 19,911	24–14
39	January 8	Indiana	W 108–93 (OT)	Josh Smith (27)	Al Horford , Josh Smith (10)	Al Horford , Joe Johnson , Josh Smith (6)	Philips Arena 13,547	25–14
40	January 12	@ Toronto	W 104–101 (OT)	Jamal Crawford (36)	Al Horford (13)	Mike Bibby , Josh Smith (4)	Air Canada Centre 14,186	26–14
41	January 15	Houston	L 106–112 (OT)	Joe Johnson (30)	Josh Smith (12)	Al Horford (8)	Philips Arena 13,420	26–15
42	January 17	Sacramento	W 100–98 (OT)	Joe Johnson (36)	Josh Smith (10)	Jamal Crawford (7)	Philips Arena 14,820	27–15
43	January 18	@ Miami	W 93–89 (OT)	Jamal Crawford , Joe Johnson (19)	Josh Smith (12)	Joe Johnson (10)	American Airlines Arena 19,600	28–15
44	January 21	New Orleans	L 59–100 (OT)	Jamal Crawford (14)	Josh Smith (8)	Joe Johnson , Jeff Teague (3)	Philips Arena 14,875	28–16
45	January 22	@ Charlotte	W 103–87 (OT)	Joe Johnson (32)	Mike Bibby , Zaza Pachulia (8)	Joe Johnson (5)	Time Warner Cable Arena 17,286	29–16
46	January 26	@ Milwaukee	L 90–98 (OT)	Jamal Crawford (20)	Josh Smith (11)	Al Horford (5)	Bradley Center 13,274	29–17
47	January 28	New York	W 111–102 (OT)	Joe Johnson (34)	Al Horford (14)	Joe Johnson (7)	Philips Arena 19,069	30–17
