Date	Opponent	Score	Loss	Attendance	Record
August 1	@ Angels	5 - 0	Halladay (15-3)	42,635	54-55
August 2	@ Angels	6 - 1	Washburn (8-11)	43,087	55-55
August 3	@ Angels	4 - 0	Shields (2-2)	42,198	56-55
August 4	@ Devil Rays	10 - 1	Lidle (11-10)	8,193	56-56
August 5	@ Devil Rays	5 - 4 (10)	Acevedo (1-5)	9,566	56-57
August 6	@ Devil Rays	7 - 3	Kennedy (3-9)	9,430	57-57
August 8	Rangers	5 - 3	Thurman (1-1)	24,392	57-58
August 9	Rangers	5 - 3	Fultz (1-3)	24,644	58-58
August 10	Rangers	5 - 4	Towers (1-1)	25,401	58-59
August 11	@ Mariners	5 - 3	Piñeiro (13-7)	44,922	59-59
August 12	@ Mariners	3 - 1	Halladay (16-4)	37,018	59-60
August 13	@ Mariners	13 - 6	Kershner (0-2)	37,066	59-61
August 14	@ Mariners	5 - 2	Meche (13-8)	41,945	60-61
August 15	@ Athletics	8 - 5	Harden (3-2)	17,446	61-61
August 16	@ Athletics	6 - 4	Hendrickson (7-9)	31,045	61-62
August 17	@ Athletics	7 - 3	Halladay (16-5)	32,488	61-63
August 19	Mariners	9 - 1	Escobar (9-7)	24,025	61-64
August 20	Mariners	5 - 2	Meche (13-9)	21,588	62-64
August 21	Mariners	7 - 3	Moyer (15-6)	20,111	63-64
August 22	Athletics	6 - 3	Zito (10-11)	22,050	64-64
August 23	Athletics	11 - 5	Sturtze (6-6)	27,740	64-65
August 24	Athletics	17 - 2	Escobar (9-8)	32,979	64-66
August 25	Athletics	8 - 6	Lidle (11-11)	22,111	64-67
August 26	@ Red Sox	12 - 9	Sauerbeck (0-1)	33,731	65-67
August 27	@ Red Sox	6 - 3	Halladay (17-6)	34,206	65-68
August 29	@ Indians	7 - 3	Sabathia (12-8)	21,008	66-68
August 30	@ Indians	9 - 3	Westbrook (6-8)	21,806	67-68
August 31	@ Indians	5 - 4	Kershner (0-3)	20,866	67-69
