Name	Circuit	Date	Winning driver	Winning constructor	Report
Tripoli Grand Prix	Tripoli	11 March	Tazio Nuvolari	Bugatti	Report
Circuit d'Esterel Plage	Saint-Raphaël	11 March	Louis Chiron	Bugatti	Report
Pozzo Circuit	Pozzo	25 March	Tazio Nuvolari	Bugatti	Report
Riviera Circuit	Cannes	1 April	Louis Chiron	Bugatti	Report
Antibes Grand Prix	Garoupe	9 April	Louis Chiron	Bugatti	Report
Alessandria Circuit	Alessandria	22 April	Tazio Nuvolari	Bugatti	Report
Coppa Florio	Madonie	6 May	Albert Divo	Bugatti	Report
Targa Florio	Madonie	6 May	Albert Divo	Bugatti	Report
n Algeria Grand Prix	Staouéli	6 May	Marcel Lehoux	Bugatti	Report
Messina Cup	Messina	13 May	Edwald Probst	Bugatti	Report
Burgundy Grand Prix	Dijon	16 May	Jannine Jennky	Bugatti	Report
Etna Cup	Catania	20 May	Baconin Borzacchini	Maserati	Report
Tunis Grand Prix	Le Bardo	3 June	Marcel Lehoux	Bugatti	Report
Mugello Circuit	Mugello	3 June	Emilio Materassi	Talbot	Report
Rome Grand Prix	Tre Fontane	12 June	Louis Chiron	Bugatti	Report
Picardy Grand Prix	Péronne	10 June	Henry Auber	Bugatti	Report
Thuin Circuit	Thuin	10 June	"Delzaert"	Bugatti	Report
Cremona Circuit	Cremona	24 June	Luigi Arcangeli	Talbot	Report
Grand Prix de la Marne	Reims-Gueux	8 July	Louis Chiron	Bugatti	Report
San Sebastián Grand Prix	Lasarte	25 July	Louis Chiron	Bugatti	Report
Coppa Acerbo	Pescara	4 August	Giuseppe Campari	Alfa Romeo	Report
Coppa Montenero	Montenero	19 August	Emilio Materassi	Talbot	Report
La Baule Grand Prix	La Baule	23 August	Pierre Blacque Belair	Bugatti	Report
Boulogne Grand Prix	Boulogne	9 September	Malcolm Campbell	Delage	Report
