Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
17	December 1	@ Orlando	L 108–129 (OT)	Vince Carter (21)	Loren Woods (7)	Rafer Alston (6)	TD Waterhouse Centre 12,175	7–10
18	December 3	@ Boston	L 89–91 (OT)	Jalen Rose (19)	Donyell Marshall (11)	Rafer Alston , Milt Palacio (4)	FleetCenter 15,201	7–11
19	December 4	@ Cleveland	L 97–105 (OT)	Rafer Alston (20)	Chris Bosh (10)	Rafer Alston (10)	Gund Arena 19,205	7–12
20	December 6	@ New Jersey	L 86–88 (OT)	Vince Carter (22)	Donyell Marshall (9)	Rafer Alston (8)	Continental Airlines Arena 11,227	7–13
21	December 8	@ Detroit	L 86–90 (OT)	Donyell Marshall (22)	Donyell Marshall (15)	Rafer Alston , Milt Palacio (6)	The Palace of Auburn Hills 22,076	7–14
22	December 10	Denver	L 87–101 (OT)	Rafer Alston (25)	Chris Bosh (8)	Rafer Alston (8)	Air Canada Centre 17,197	7–15
23	December 12	Miami	L 98–106 (OT)	Jalen Rose (25)	Loren Woods (11)	Rafer Alston (9)	Air Canada Centre 19,202	7–16
24	December 15	Minnesota	W 96–90 (OT)	Chris Bosh (24)	Chris Bosh (14)	Morris Peterson (4)	Air Canada Centre 16,888	8–16
25	December 17	@ Indiana	L 86–89 (OT)	Jalen Rose (23)	Loren Woods (9)	Milt Palacio (6)	Conseco Fieldhouse 15,357	8–17
26	December 19	New Jersey	W 110–99 (OT)	Morris Peterson (20)	Morris Peterson (6)	Rafer Alston (7)	Air Canada Centre 16,938	9–17
28	December 22	Utah	W 98–86 (OT)	Donyell Marshall (22)	Chris Bosh , Donyell Marshall , Eric Williams (8)	Rafer Alston (14)	Air Canada Centre 17,479	10–18
29	December 26	@ Phoenix	L 94–106 (OT)	Jalen Rose (19)	Donyell Marshall (9)	Rafer Alston (3)	America West Arena 18,422	10–19
30	December 28	@ L.A. Lakers	L 99–117 (OT)	Rafer Alston (13)	Rafael Araújo , Chris Bosh (10)	Rafer Alston (11)	Staples Center 18,997	10–20
